station_no;station_id;station_name;parametertype_name;stationparameter_name;site_name;river_name;station_local_x;station_local_y
UR1213-Q1019;62380;Acherli;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Schattdorf;;2692774.634;1190164.595
UR1213-Q1019;62380;Acherli;pH-Wert;pH-Wert;Schattdorf;;2692774.634;1190164.595
UR1213-Q1019;62380;Acherli;Sauerstoff, gelöst;Sauerstoff, gelöst;Schattdorf;;2692774.634;1190164.595
UR1213-Q1019;62380;Acherli;Sauerstoff Sättigung;Sauerstoff, gelöst %;Schattdorf;;2692774.634;1190164.595
UR1213-Q1019;62380;Acherli;Wassertemperatur;Wassertemperatur;Schattdorf;;2692774.634;1190164.595
UR1213-Q1019;62380;Acherli;Quellschüttung;Quellschüttung;Schattdorf;;2692774.634;1190164.595
UR1213-Q1019;62380;Acherli;Wassertrübung;Wassertrübung;Schattdorf;;2692774.634;1190164.595
UR1218-Q1085;63092;Acherli;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Spiringen;;2698531.691;1192576.638
UR1218-Q1085;63092;Acherli;pH-Wert;pH-Wert;Spiringen;;2698531.691;1192576.638
UR1218-Q1085;63092;Acherli;Sauerstoff, gelöst;Sauerstoff, gelöst;Spiringen;;2698531.691;1192576.638
UR1218-Q1085;63092;Acherli;Sauerstoff Sättigung;Sauerstoff, gelöst %;Spiringen;;2698531.691;1192576.638
UR1218-Q1085;63092;Acherli;Wassertemperatur;Wassertemperatur;Spiringen;;2698531.691;1192576.638
UR1218-Q1085;63092;Acherli;Quellschüttung;Quellschüttung;Spiringen;;2698531.691;1192576.638
UR1218-Q1085;63092;Acherli;Wassertrübung;Wassertrübung;Spiringen;;2698531.691;1192576.638
UR1218-Q1088;63095;Acherli;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Spiringen;;2698525.691;1192604.639
UR1218-Q1088;63095;Acherli;pH-Wert;pH-Wert;Spiringen;;2698525.691;1192604.639
UR1218-Q1088;63095;Acherli;Sauerstoff, gelöst;Sauerstoff, gelöst;Spiringen;;2698525.691;1192604.639
UR1218-Q1088;63095;Acherli;Sauerstoff Sättigung;Sauerstoff, gelöst %;Spiringen;;2698525.691;1192604.639
UR1218-Q1088;63095;Acherli;Wassertemperatur;Wassertemperatur;Spiringen;;2698525.691;1192604.639
UR1218-Q1088;63095;Acherli;Quellschüttung;Quellschüttung;Spiringen;;2698525.691;1192604.639
UR1218-Q1088;63095;Acherli;Wassertrübung;Wassertrübung;Spiringen;;2698525.691;1192604.639
UR1216-Q5024;62883;Acherli, bergseits Etzlistrasse;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Silenen;;2697755.634;1180219.542
UR1216-Q5024;62883;Acherli, bergseits Etzlistrasse;pH-Wert;pH-Wert;Silenen;;2697755.634;1180219.542
UR1216-Q5024;62883;Acherli, bergseits Etzlistrasse;Wassertemperatur;Wassertemperatur;Silenen;;2697755.634;1180219.542
UR1216-Q5024;62883;Acherli, bergseits Etzlistrasse;Quellschüttung;Quellschüttung;Silenen;;2697755.634;1180219.542
UR1220-OG625;63504;Aderbogen (Meiental);Abfluss;Abfluss;Wassen;;2684940.467;1175959.675
UR1220-OG625;63504;Aderbogen (Meiental);Pegel;Pegel;Wassen;;2684940.467;1175959.675
UR1220-OG625;63504;Aderbogen (Meiental);Wassertemperatur;Wassertemperatur;Wassen;;2684940.467;1175959.675
UR1207-Q1062;61920;Adermanig;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Flüelen;;2690775.626;1195889.642
UR1207-Q1062;61920;Adermanig;pH-Wert;pH-Wert;Flüelen;;2690775.626;1195889.642
UR1207-Q1062;61920;Adermanig;Sauerstoff, gelöst;Sauerstoff, gelöst;Flüelen;;2690775.626;1195889.642
UR1207-Q1062;61920;Adermanig;Sauerstoff Sättigung;Sauerstoff, gelöst %;Flüelen;;2690775.626;1195889.642
UR1207-Q1062;61920;Adermanig;Wassertemperatur;Wassertemperatur;Flüelen;;2690775.626;1195889.642
UR1207-Q1062;61920;Adermanig;Quellschüttung;Quellschüttung;Flüelen;;2690775.626;1195889.642
UR1207-Q1062;61920;Adermanig;Wassertrübung;Wassertrübung;Flüelen;;2690775.626;1195889.642
UR1207-Q1075;61933;Adermanig;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Flüelen;;2690770.626;1195379.637
UR1207-Q1075;61933;Adermanig;pH-Wert;pH-Wert;Flüelen;;2690770.626;1195379.637
UR1207-Q1075;61933;Adermanig;Sauerstoff, gelöst;Sauerstoff, gelöst;Flüelen;;2690770.626;1195379.637
UR1207-Q1075;61933;Adermanig;Sauerstoff Sättigung;Sauerstoff, gelöst %;Flüelen;;2690770.626;1195379.637
UR1207-Q1075;61933;Adermanig;Wassertemperatur;Wassertemperatur;Flüelen;;2690770.626;1195379.637
UR1207-Q1075;61933;Adermanig;Quellschüttung;Quellschüttung;Flüelen;;2690770.626;1195379.637
UR1207-Q1075;61933;Adermanig;Wassertrübung;Wassertrübung;Flüelen;;2690770.626;1195379.637
UR1207-Q1076;61934;Adermanig;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Flüelen;;2690825.626;1195344.637
UR1207-Q1076;61934;Adermanig;pH-Wert;pH-Wert;Flüelen;;2690825.626;1195344.637
UR1207-Q1076;61934;Adermanig;Sauerstoff, gelöst;Sauerstoff, gelöst;Flüelen;;2690825.626;1195344.637
UR1207-Q1076;61934;Adermanig;Sauerstoff Sättigung;Sauerstoff, gelöst %;Flüelen;;2690825.626;1195344.637
UR1207-Q1076;61934;Adermanig;Wassertemperatur;Wassertemperatur;Flüelen;;2690825.626;1195344.637
UR1207-Q1076;61934;Adermanig;Quellschüttung;Quellschüttung;Flüelen;;2690825.626;1195344.637
UR1207-Q1076;61934;Adermanig;Wassertrübung;Wassertrübung;Flüelen;;2690825.626;1195344.637
UR1207-Q1077;61935;Adermanig;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Flüelen;;2690740.627;1195309.635
UR1207-Q1077;61935;Adermanig;pH-Wert;pH-Wert;Flüelen;;2690740.627;1195309.635
UR1207-Q1077;61935;Adermanig;Sauerstoff, gelöst;Sauerstoff, gelöst;Flüelen;;2690740.627;1195309.635
UR1207-Q1077;61935;Adermanig;Sauerstoff Sättigung;Sauerstoff, gelöst %;Flüelen;;2690740.627;1195309.635
UR1207-Q1077;61935;Adermanig;Wassertemperatur;Wassertemperatur;Flüelen;;2690740.627;1195309.635
UR1207-Q1077;61935;Adermanig;Quellschüttung;Quellschüttung;Flüelen;;2690740.627;1195309.635
UR1207-Q1077;61935;Adermanig;Wassertrübung;Wassertrübung;Flüelen;;2690740.627;1195309.635
UR1207-Q1078;61936;Adermanig;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Flüelen;;2690745.627;1195259.634
UR1207-Q1078;61936;Adermanig;pH-Wert;pH-Wert;Flüelen;;2690745.627;1195259.634
UR1207-Q1078;61936;Adermanig;Sauerstoff, gelöst;Sauerstoff, gelöst;Flüelen;;2690745.627;1195259.634
UR1207-Q1078;61936;Adermanig;Sauerstoff Sättigung;Sauerstoff, gelöst %;Flüelen;;2690745.627;1195259.634
UR1207-Q1078;61936;Adermanig;Wassertemperatur;Wassertemperatur;Flüelen;;2690745.627;1195259.634
UR1207-Q1078;61936;Adermanig;Quellschüttung;Quellschüttung;Flüelen;;2690745.627;1195259.634
UR1207-Q1078;61936;Adermanig;Wassertrübung;Wassertrübung;Flüelen;;2690745.627;1195259.634
UR1207-Q1001;61859;Adermanig Stutz (unterhalb);Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Flüelen;;2690835.623;1195604.641
UR1207-Q1001;61859;Adermanig Stutz (unterhalb);pH-Wert;pH-Wert;Flüelen;;2690835.623;1195604.641
UR1207-Q1001;61859;Adermanig Stutz (unterhalb);Sauerstoff, gelöst;Sauerstoff, gelöst;Flüelen;;2690835.623;1195604.641
UR1207-Q1001;61859;Adermanig Stutz (unterhalb);Sauerstoff Sättigung;Sauerstoff, gelöst %;Flüelen;;2690835.623;1195604.641
UR1207-Q1001;61859;Adermanig Stutz (unterhalb);Wassertemperatur;Wassertemperatur;Flüelen;;2690835.623;1195604.641
UR1207-Q1001;61859;Adermanig Stutz (unterhalb);Quellschüttung;Quellschüttung;Flüelen;;2690835.623;1195604.641
UR1207-Q1001;61859;Adermanig Stutz (unterhalb);Wassertrübung;Wassertrübung;Flüelen;;2690835.623;1195604.641
UR1207-Q1002;61860;Adermanig Stutz (unterhalb);Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Flüelen;;2690815.623;1195564.64
UR1207-Q1002;61860;Adermanig Stutz (unterhalb);pH-Wert;pH-Wert;Flüelen;;2690815.623;1195564.64
UR1207-Q1002;61860;Adermanig Stutz (unterhalb);Sauerstoff, gelöst;Sauerstoff, gelöst;Flüelen;;2690815.623;1195564.64
UR1207-Q1002;61860;Adermanig Stutz (unterhalb);Sauerstoff Sättigung;Sauerstoff, gelöst %;Flüelen;;2690815.623;1195564.64
UR1207-Q1002;61860;Adermanig Stutz (unterhalb);Wassertemperatur;Wassertemperatur;Flüelen;;2690815.623;1195564.64
UR1207-Q1002;61860;Adermanig Stutz (unterhalb);Quellschüttung;Quellschüttung;Flüelen;;2690815.623;1195564.64
UR1207-Q1002;61860;Adermanig Stutz (unterhalb);Wassertrübung;Wassertrübung;Flüelen;;2690815.623;1195564.64
UR1213-PB002;64588;Adlergarten (1213.02, EAWAG: 41);Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Schattdorf;;2692250.62;1191013.592
UR1213-PB002;64588;Adlergarten (1213.02, EAWAG: 41);Grundwasserspiegel;Grundwasserspiegel;Schattdorf;;2692250.62;1191013.592
UR1213-PB002;64588;Adlergarten (1213.02, EAWAG: 41);Wassertemperatur;Wassertemperatur;Schattdorf;;2692250.62;1191013.592
LUNSAM;22135;Adligenswil, Buggenacher;Niederschlag;Niederschlag;Adligenswil;;2670015.815;1212969.894
LUP12;455156;Aebersolerbach Ballwil (HWRB);Abfluss;Abfluss;Ballwil;;;
LUP12;455156;Aebersolerbach Ballwil (HWRB);Pegel;Pegel Auslauf;Ballwil;;;
LUP12;455156;Aebersolerbach Ballwil (HWRB);Pegel;Pegel Einstau, relativ;Ballwil;;;
UR1218-Q1013;63020;Aebnenegg;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Spiringen;;2697751.655;1194682.676
UR1218-Q1013;63020;Aebnenegg;pH-Wert;pH-Wert;Spiringen;;2697751.655;1194682.676
UR1218-Q1013;63020;Aebnenegg;Sauerstoff, gelöst;Sauerstoff, gelöst;Spiringen;;2697751.655;1194682.676
UR1218-Q1013;63020;Aebnenegg;Sauerstoff Sättigung;Sauerstoff, gelöst %;Spiringen;;2697751.655;1194682.676
UR1218-Q1013;63020;Aebnenegg;Wassertemperatur;Wassertemperatur;Spiringen;;2697751.655;1194682.676
UR1218-Q1013;63020;Aebnenegg;Quellschüttung;Quellschüttung;Spiringen;;2697751.655;1194682.676
UR1218-Q1013;63020;Aebnenegg;Wassertrübung;Wassertrübung;Spiringen;;2697751.655;1194682.676
UR1218-Q1014;63021;Aebnenegg;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Spiringen;;2697580.657;1194513.674
UR1218-Q1014;63021;Aebnenegg;pH-Wert;pH-Wert;Spiringen;;2697580.657;1194513.674
UR1218-Q1014;63021;Aebnenegg;Sauerstoff, gelöst;Sauerstoff, gelöst;Spiringen;;2697580.657;1194513.674
UR1218-Q1014;63021;Aebnenegg;Sauerstoff Sättigung;Sauerstoff, gelöst %;Spiringen;;2697580.657;1194513.674
UR1218-Q1014;63021;Aebnenegg;Wassertemperatur;Wassertemperatur;Spiringen;;2697580.657;1194513.674
UR1218-Q1014;63021;Aebnenegg;Quellschüttung;Quellschüttung;Spiringen;;2697580.657;1194513.674
UR1218-Q1014;63021;Aebnenegg;Wassertrübung;Wassertrübung;Spiringen;;2697580.657;1194513.674
UR1218-Q1040;63047;Aebnet/Stelli;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Spiringen;;2700484.694;1193831.643
UR1218-Q1040;63047;Aebnet/Stelli;pH-Wert;pH-Wert;Spiringen;;2700484.694;1193831.643
UR1218-Q1040;63047;Aebnet/Stelli;Sauerstoff, gelöst;Sauerstoff, gelöst;Spiringen;;2700484.694;1193831.643
UR1218-Q1040;63047;Aebnet/Stelli;Sauerstoff Sättigung;Sauerstoff, gelöst %;Spiringen;;2700484.694;1193831.643
UR1218-Q1040;63047;Aebnet/Stelli;Wassertemperatur;Wassertemperatur;Spiringen;;2700484.694;1193831.643
UR1218-Q1040;63047;Aebnet/Stelli;Quellschüttung;Quellschüttung;Spiringen;;2700484.694;1193831.643
UR1218-Q1040;63047;Aebnet/Stelli;Wassertrübung;Wassertrübung;Spiringen;;2700484.694;1193831.643
UR1218-Q1041;63048;Aebnet/Stelli;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Spiringen;;2700593.694;1193943.643
UR1218-Q1041;63048;Aebnet/Stelli;pH-Wert;pH-Wert;Spiringen;;2700593.694;1193943.643
UR1218-Q1041;63048;Aebnet/Stelli;Sauerstoff, gelöst;Sauerstoff, gelöst;Spiringen;;2700593.694;1193943.643
UR1218-Q1041;63048;Aebnet/Stelli;Sauerstoff Sättigung;Sauerstoff, gelöst %;Spiringen;;2700593.694;1193943.643
UR1218-Q1041;63048;Aebnet/Stelli;Wassertemperatur;Wassertemperatur;Spiringen;;2700593.694;1193943.643
UR1218-Q1041;63048;Aebnet/Stelli;Quellschüttung;Quellschüttung;Spiringen;;2700593.694;1193943.643
UR1218-Q1041;63048;Aebnet/Stelli;Wassertrübung;Wassertrübung;Spiringen;;2700593.694;1193943.643
UR1217-Q1003;62934;Aegerli-Brücke;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Sisikon;;2690472.679;1200535.667
UR1217-Q1003;62934;Aegerli-Brücke;pH-Wert;pH-Wert;Sisikon;;2690472.679;1200535.667
UR1217-Q1003;62934;Aegerli-Brücke;Sauerstoff, gelöst;Sauerstoff, gelöst;Sisikon;;2690472.679;1200535.667
UR1217-Q1003;62934;Aegerli-Brücke;Sauerstoff Sättigung;Sauerstoff, gelöst %;Sisikon;;2690472.679;1200535.667
UR1217-Q1003;62934;Aegerli-Brücke;Wassertemperatur;Wassertemperatur;Sisikon;;2690472.679;1200535.667
UR1217-Q1003;62934;Aegerli-Brücke;Quellschüttung;Quellschüttung;Sisikon;;2690472.679;1200535.667
UR1217-Q1003;62934;Aegerli-Brücke;Wassertrübung;Wassertrübung;Sisikon;;2690472.679;1200535.667
LUFGB101;346322;Aelbach Luthern;;;Luthern;;;
UR1205-Q5074;61729;Aennetschächen;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Bürglen (UR);;2695325.673;1192464.65
UR1205-Q5074;61729;Aennetschächen;pH-Wert;pH-Wert;Bürglen (UR);;2695325.673;1192464.65
UR1205-Q5074;61729;Aennetschächen;Wassertemperatur;Wassertemperatur;Bürglen (UR);;2695325.673;1192464.65
UR1205-Q5074;61729;Aennetschächen;Quellschüttung;Quellschüttung;Bürglen (UR);;2695325.673;1192464.65
UR1205-Q1205;61616;Aennetschächen;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Bürglen (UR);;2696250.677;1192564.648
UR1205-Q1205;61616;Aennetschächen;pH-Wert;pH-Wert;Bürglen (UR);;2696250.677;1192564.648
UR1205-Q1205;61616;Aennetschächen;Sauerstoff, gelöst;Sauerstoff, gelöst;Bürglen (UR);;2696250.677;1192564.648
UR1205-Q1205;61616;Aennetschächen;Sauerstoff Sättigung;Sauerstoff, gelöst %;Bürglen (UR);;2696250.677;1192564.648
UR1205-Q1205;61616;Aennetschächen;Wassertemperatur;Wassertemperatur;Bürglen (UR);;2696250.677;1192564.648
UR1205-Q1205;61616;Aennetschächen;Quellschüttung;Quellschüttung;Bürglen (UR);;2696250.677;1192564.648
UR1205-Q1205;61616;Aennetschächen;Wassertrübung;Wassertrübung;Bürglen (UR);;2696250.677;1192564.648
UR1205-Q1206;61617;Aennetschächen;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Bürglen (UR);;2695870.674;1192574.649
UR1205-Q1206;61617;Aennetschächen;pH-Wert;pH-Wert;Bürglen (UR);;2695870.674;1192574.649
UR1205-Q1206;61617;Aennetschächen;Sauerstoff, gelöst;Sauerstoff, gelöst;Bürglen (UR);;2695870.674;1192574.649
UR1205-Q1206;61617;Aennetschächen;Sauerstoff Sättigung;Sauerstoff, gelöst %;Bürglen (UR);;2695870.674;1192574.649
UR1205-Q1206;61617;Aennetschächen;Wassertemperatur;Wassertemperatur;Bürglen (UR);;2695870.674;1192574.649
UR1205-Q1206;61617;Aennetschächen;Quellschüttung;Quellschüttung;Bürglen (UR);;2695870.674;1192574.649
UR1205-Q1206;61617;Aennetschächen;Wassertrübung;Wassertrübung;Bürglen (UR);;2695870.674;1192574.649
UR1205-Q1207;61618;Aennetschächen;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Bürglen (UR);;2695795.674;1192579.65
UR1205-Q1207;61618;Aennetschächen;pH-Wert;pH-Wert;Bürglen (UR);;2695795.674;1192579.65
UR1205-Q1207;61618;Aennetschächen;Sauerstoff, gelöst;Sauerstoff, gelöst;Bürglen (UR);;2695795.674;1192579.65
UR1205-Q1207;61618;Aennetschächen;Sauerstoff Sättigung;Sauerstoff, gelöst %;Bürglen (UR);;2695795.674;1192579.65
UR1205-Q1207;61618;Aennetschächen;Wassertemperatur;Wassertemperatur;Bürglen (UR);;2695795.674;1192579.65
UR1205-Q1207;61618;Aennetschächen;Quellschüttung;Quellschüttung;Bürglen (UR);;2695795.674;1192579.65
UR1205-Q1207;61618;Aennetschächen;Wassertrübung;Wassertrübung;Bürglen (UR);;2695795.674;1192579.65
UR1205-Q1208;61619;Aennetschächen;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Bürglen (UR);;2695734.672;1192675.652
UR1205-Q1208;61619;Aennetschächen;pH-Wert;pH-Wert;Bürglen (UR);;2695734.672;1192675.652
UR1205-Q1208;61619;Aennetschächen;Sauerstoff, gelöst;Sauerstoff, gelöst;Bürglen (UR);;2695734.672;1192675.652
UR1205-Q1208;61619;Aennetschächen;Sauerstoff Sättigung;Sauerstoff, gelöst %;Bürglen (UR);;2695734.672;1192675.652
UR1205-Q1208;61619;Aennetschächen;Wassertemperatur;Wassertemperatur;Bürglen (UR);;2695734.672;1192675.652
UR1205-Q1208;61619;Aennetschächen;Quellschüttung;Quellschüttung;Bürglen (UR);;2695734.672;1192675.652
UR1205-Q1208;61619;Aennetschächen;Wassertrübung;Wassertrübung;Bürglen (UR);;2695734.672;1192675.652
UR1215-Q1013;62507;Aerlig;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Seelisberg;;2687215.676;1204199.756
UR1215-Q1013;62507;Aerlig;pH-Wert;pH-Wert;Seelisberg;;2687215.676;1204199.756
UR1215-Q1013;62507;Aerlig;Sauerstoff, gelöst;Sauerstoff, gelöst;Seelisberg;;2687215.676;1204199.756
UR1215-Q1013;62507;Aerlig;Sauerstoff Sättigung;Sauerstoff, gelöst %;Seelisberg;;2687215.676;1204199.756
UR1215-Q1013;62507;Aerlig;Wassertemperatur;Wassertemperatur;Seelisberg;;2687215.676;1204199.756
UR1215-Q1013;62507;Aerlig;Quellschüttung;Quellschüttung;Seelisberg;;2687215.676;1204199.756
UR1215-Q1013;62507;Aerlig;Wassertrübung;Wassertrübung;Seelisberg;;2687215.676;1204199.756
AES6880;21912;Aesch (LU), Egg;Niederschlag;Niederschlag;Aesch (LU);;2661130.752;1233825.003
UR1216-Q1069;62723;Ahöri;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Silenen;;2699460.577;1179399.569
UR1216-Q1069;62723;Ahöri;pH-Wert;pH-Wert;Silenen;;2699460.577;1179399.569
UR1216-Q1069;62723;Ahöri;Sauerstoff, gelöst;Sauerstoff, gelöst;Silenen;;2699460.577;1179399.569
UR1216-Q1069;62723;Ahöri;Sauerstoff Sättigung;Sauerstoff, gelöst %;Silenen;;2699460.577;1179399.569
UR1216-Q1069;62723;Ahöri;Wassertemperatur;Wassertemperatur;Silenen;;2699460.577;1179399.569
UR1216-Q1069;62723;Ahöri;Quellschüttung;Quellschüttung;Silenen;;2699460.577;1179399.569
UR1216-Q1069;62723;Ahöri;Wassertrübung;Wassertrübung;Silenen;;2699460.577;1179399.569
UR1219-Q1068;63275;Ahöri;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Unterschächen;;2703450.719;1192154.635
UR1219-Q1068;63275;Ahöri;pH-Wert;pH-Wert;Unterschächen;;2703450.719;1192154.635
UR1219-Q1068;63275;Ahöri;Sauerstoff, gelöst;Sauerstoff, gelöst;Unterschächen;;2703450.719;1192154.635
UR1219-Q1068;63275;Ahöri;Sauerstoff Sättigung;Sauerstoff, gelöst %;Unterschächen;;2703450.719;1192154.635
UR1219-Q1068;63275;Ahöri;Wassertemperatur;Wassertemperatur;Unterschächen;;2703450.719;1192154.635
UR1219-Q1068;63275;Ahöri;Quellschüttung;Quellschüttung;Unterschächen;;2703450.719;1192154.635
UR1219-Q1068;63275;Ahöri;Wassertrübung;Wassertrübung;Unterschächen;;2703450.719;1192154.635
UR1205-OG620;61750;Alafund;Abfluss;Abfluss;Bürglen (UR);;2695950.633;1195439.696
UR1205-OG620;61750;Alafund;Pegel;Pegel;Bürglen (UR);;2695950.633;1195439.696
UR1205-OG620;61750;Alafund;Wassertemperatur;Wassertemperatur;Bürglen (UR);;2695950.633;1195439.696
UR1205-Q1171;61582;Alafund;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Bürglen (UR);;2695630.629;1195559.699
UR1205-Q1171;61582;Alafund;pH-Wert;pH-Wert;Bürglen (UR);;2695630.629;1195559.699
UR1205-Q1171;61582;Alafund;Sauerstoff, gelöst;Sauerstoff, gelöst;Bürglen (UR);;2695630.629;1195559.699
UR1205-Q1171;61582;Alafund;Sauerstoff Sättigung;Sauerstoff, gelöst %;Bürglen (UR);;2695630.629;1195559.699
UR1205-Q1171;61582;Alafund;Wassertemperatur;Wassertemperatur;Bürglen (UR);;2695630.629;1195559.699
UR1205-Q1171;61582;Alafund;Quellschüttung;Quellschüttung;Bürglen (UR);;2695630.629;1195559.699
UR1205-Q1171;61582;Alafund;Wassertrübung;Wassertrübung;Bürglen (UR);;2695630.629;1195559.699
UR1205-Q1172;61583;Alafund;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Bürglen (UR);;2695800.632;1195464.697
UR1205-Q1172;61583;Alafund;pH-Wert;pH-Wert;Bürglen (UR);;2695800.632;1195464.697
UR1205-Q1172;61583;Alafund;Sauerstoff, gelöst;Sauerstoff, gelöst;Bürglen (UR);;2695800.632;1195464.697
UR1205-Q1172;61583;Alafund;Sauerstoff Sättigung;Sauerstoff, gelöst %;Bürglen (UR);;2695800.632;1195464.697
UR1205-Q1172;61583;Alafund;Wassertemperatur;Wassertemperatur;Bürglen (UR);;2695800.632;1195464.697
UR1205-Q1172;61583;Alafund;Quellschüttung;Quellschüttung;Bürglen (UR);;2695800.632;1195464.697
UR1205-Q1172;61583;Alafund;Wassertrübung;Wassertrübung;Bürglen (UR);;2695800.632;1195464.697
UR1205-Q1182;61593;Alafund / Weidli;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Bürglen (UR);;2695940.634;1195344.694
UR1205-Q1182;61593;Alafund / Weidli;pH-Wert;pH-Wert;Bürglen (UR);;2695940.634;1195344.694
UR1205-Q1182;61593;Alafund / Weidli;Sauerstoff, gelöst;Sauerstoff, gelöst;Bürglen (UR);;2695940.634;1195344.694
UR1205-Q1182;61593;Alafund / Weidli;Sauerstoff Sättigung;Sauerstoff, gelöst %;Bürglen (UR);;2695940.634;1195344.694
UR1205-Q1182;61593;Alafund / Weidli;Wassertemperatur;Wassertemperatur;Bürglen (UR);;2695940.634;1195344.694
UR1205-Q1182;61593;Alafund / Weidli;Quellschüttung;Quellschüttung;Bürglen (UR);;2695940.634;1195344.694
UR1205-Q1182;61593;Alafund / Weidli;Wassertrübung;Wassertrübung;Bürglen (UR);;2695940.634;1195344.694
UR1203-SB402;65521;Albenschitt (1203.11, EAWAG: 31);;;Attinghausen;;2691130.602;1190569.581
UR1212-OG601;62346;Albert-Heim Hütte;Abfluss;Abfluss;Realp;;2678275.384;1162849.732
UR1212-OG601;62346;Albert-Heim Hütte;Pegel;Pegel;Realp;;2678275.384;1162849.732
UR1212-OG601;62346;Albert-Heim Hütte;Wassertemperatur;Wassertemperatur;Realp;;2678275.384;1162849.732
UR1207-PB002;64861;Allmeini;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Flüelen;;2689691.614;1194558.63
UR1207-PB002;64861;Allmeini;Grundwasserspiegel;Grundwasserspiegel;Flüelen;;2689691.614;1194558.63
UR1207-PB002;64861;Allmeini;Wassertemperatur;Wassertemperatur;Flüelen;;2689691.614;1194558.63
UR1201-PB010;65858;Allmeini (1201.10, EAWAG:7);Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Altdorf (UR);;2690131.608;1193456.614
UR1201-PB010;65858;Allmeini (1201.10, EAWAG:7);Grundwasserspiegel;Grundwasserspiegel;Altdorf (UR);;2690131.608;1193456.614
UR1201-PB010;65858;Allmeini (1201.10, EAWAG:7);Wassertemperatur;Wassertemperatur;Altdorf (UR);;2690131.608;1193456.614
UR1207-SB456;64497;Allmeini (1207-004) (1207.04);;;Flüelen;;2689893.617;1194660.628
UR1207-SB457;64496;Allmeini (1207-006) (1207.06);;;Flüelen;;2689790.615;1194626.629
UR1207-SB458;64495;Allmeini (1207-007) (1207.07);;;Flüelen;;2689796.615;1194607.629
UR1207-SB459;64494;Allmeini (1207-008) (1207.08);;;Flüelen;;2689682.614;1194576.63
UR1207-PB005;64858;Allmeini (1207.05);Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Flüelen;;2689906.617;1194648.628
UR1207-PB005;64858;Allmeini (1207.05);Grundwasserspiegel;Grundwasserspiegel;Flüelen;;2689906.617;1194648.628
