station_no;station_id;station_name;parametertype_name;stationparameter_name;site_name;river_name;station_local_x;station_local_y
UR1210-Q1007;62139;Chämleten;Wassertrübung;Wassertrübung;Hospental;;2686403.363;1162969.586
SZOG708;45678;Chäppelibach;;;Steinen;;2688220;1211040
UR1219-Q5047;63403;Chärschelen;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Unterschächen;;2700715.663;1186239.592
UR1219-Q5047;63403;Chärschelen;pH-Wert;pH-Wert;Unterschächen;;2700715.663;1186239.592
UR1219-Q5047;63403;Chärschelen;Wassertemperatur;Wassertemperatur;Unterschächen;;2700715.663;1186239.592
UR1219-Q5047;63403;Chärschelen;Quellschüttung;Quellschüttung;Unterschächen;;2700715.663;1186239.592
UR1219-Q1153;63404;Chärschelen;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Unterschächen;;2700685.662;1186240
UR1219-Q1153;63404;Chärschelen;pH-Wert;pH-Wert;Unterschächen;;2700685.662;1186240
UR1219-Q1153;63404;Chärschelen;Wassertemperatur;Wassertemperatur;Unterschächen;;2700685.662;1186240
UR1219-Q1153;63404;Chärschelen;Quellschüttung;Quellschüttung;Unterschächen;;2700685.662;1186240
UR1219-Q5049;63405;Chärschelen;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Unterschächen;;2700750.664;1186239.591
UR1219-Q5049;63405;Chärschelen;pH-Wert;pH-Wert;Unterschächen;;2700750.664;1186239.591
UR1219-Q5049;63405;Chärschelen;Wassertemperatur;Wassertemperatur;Unterschächen;;2700750.664;1186239.591
UR1219-Q5049;63405;Chärschelen;Quellschüttung;Quellschüttung;Unterschächen;;2700750.664;1186239.591
UR1219-Q1139;63346;Chärschelen;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Unterschächen;;2699355.623;1186379.606
UR1219-Q1139;63346;Chärschelen;pH-Wert;pH-Wert;Unterschächen;;2699355.623;1186379.606
UR1219-Q1139;63346;Chärschelen;Sauerstoff, gelöst;Sauerstoff, gelöst;Unterschächen;;2699355.623;1186379.606
UR1219-Q1139;63346;Chärschelen;Sauerstoff Sättigung;Sauerstoff, gelöst %;Unterschächen;;2699355.623;1186379.606
UR1219-Q1139;63346;Chärschelen;Wassertemperatur;Wassertemperatur;Unterschächen;;2699355.623;1186379.606
UR1219-Q1139;63346;Chärschelen;Quellschüttung;Quellschüttung;Unterschächen;;2699355.623;1186379.606
UR1219-Q1139;63346;Chärschelen;Wassertrübung;Wassertrübung;Unterschächen;;2699355.623;1186379.606
UR1216-PQ001;104512;Chärstelenbach - Amsteg;Pegel;Pegel;Silenen;;2694191;1180505
UR1201-Q1028;61081;Chäserberg;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Altdorf (UR);;2693294.359;1194920.955
UR1201-Q1028;61081;Chäserberg;pH-Wert;pH-Wert;Altdorf (UR);;2693294.359;1194920.955
UR1201-Q1028;61081;Chäserberg;Sauerstoff, gelöst;Sauerstoff, gelöst;Altdorf (UR);;2693294.359;1194920.955
UR1201-Q1028;61081;Chäserberg;Sauerstoff Sättigung;Sauerstoff, gelöst %;Altdorf (UR);;2693294.359;1194920.955
UR1201-Q1028;61081;Chäserberg;Wassertemperatur;Wassertemperatur;Altdorf (UR);;2693294.359;1194920.955
UR1201-Q1028;61081;Chäserberg;Quellschüttung;Quellschüttung;Altdorf (UR);;2693294.359;1194920.955
UR1201-Q1028;61081;Chäserberg;Wassertrübung;Wassertrübung;Altdorf (UR);;2693294.359;1194920.955
UR1201-Q1029;61082;Chäserberg;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Altdorf (UR);;2693294.367;1194909.238
UR1201-Q1029;61082;Chäserberg;pH-Wert;pH-Wert;Altdorf (UR);;2693294.367;1194909.238
UR1201-Q1029;61082;Chäserberg;Sauerstoff, gelöst;Sauerstoff, gelöst;Altdorf (UR);;2693294.367;1194909.238
UR1201-Q1029;61082;Chäserberg;Sauerstoff Sättigung;Sauerstoff, gelöst %;Altdorf (UR);;2693294.367;1194909.238
UR1201-Q1029;61082;Chäserberg;Wassertemperatur;Wassertemperatur;Altdorf (UR);;2693294.367;1194909.238
UR1201-Q1029;61082;Chäserberg;Quellschüttung;Quellschüttung;Altdorf (UR);;2693294.367;1194909.238
UR1201-Q1029;61082;Chäserberg;Wassertrübung;Wassertrübung;Altdorf (UR);;2693294.367;1194909.238
UR1201-Q1030;61083;Chäserberg;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Altdorf (UR);;2693267.543;1194827.299
UR1201-Q1030;61083;Chäserberg;pH-Wert;pH-Wert;Altdorf (UR);;2693267.543;1194827.299
UR1201-Q1030;61083;Chäserberg;Sauerstoff, gelöst;Sauerstoff, gelöst;Altdorf (UR);;2693267.543;1194827.299
UR1201-Q1030;61083;Chäserberg;Sauerstoff Sättigung;Sauerstoff, gelöst %;Altdorf (UR);;2693267.543;1194827.299
UR1201-Q1030;61083;Chäserberg;Wassertemperatur;Wassertemperatur;Altdorf (UR);;2693267.543;1194827.299
UR1201-Q1030;61083;Chäserberg;Quellschüttung;Quellschüttung;Altdorf (UR);;2693267.543;1194827.299
UR1201-Q1030;61083;Chäserberg;Wassertrübung;Wassertrübung;Altdorf (UR);;2693267.543;1194827.299
UR1201-Q1031;61084;Chäserberg;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Altdorf (UR);;2693397.958;1194904.925
UR1201-Q1031;61084;Chäserberg;pH-Wert;pH-Wert;Altdorf (UR);;2693397.958;1194904.925
UR1201-Q1031;61084;Chäserberg;Sauerstoff, gelöst;Sauerstoff, gelöst;Altdorf (UR);;2693397.958;1194904.925
UR1201-Q1031;61084;Chäserberg;Sauerstoff Sättigung;Sauerstoff, gelöst %;Altdorf (UR);;2693397.958;1194904.925
UR1201-Q1031;61084;Chäserberg;Wassertemperatur;Wassertemperatur;Altdorf (UR);;2693397.958;1194904.925
UR1201-Q1031;61084;Chäserberg;Quellschüttung;Quellschüttung;Altdorf (UR);;2693397.958;1194904.925
UR1201-Q1031;61084;Chäserberg;Wassertrübung;Wassertrübung;Altdorf (UR);;2693397.958;1194904.925
UR1201-Q1032;61085;Chäserberg;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Altdorf (UR);;2693251.543;1194821.299
UR1201-Q1032;61085;Chäserberg;pH-Wert;pH-Wert;Altdorf (UR);;2693251.543;1194821.299
UR1201-Q1032;61085;Chäserberg;Sauerstoff, gelöst;Sauerstoff, gelöst;Altdorf (UR);;2693251.543;1194821.299
UR1201-Q1032;61085;Chäserberg;Sauerstoff Sättigung;Sauerstoff, gelöst %;Altdorf (UR);;2693251.543;1194821.299
UR1201-Q1032;61085;Chäserberg;Wassertemperatur;Wassertemperatur;Altdorf (UR);;2693251.543;1194821.299
UR1201-Q1032;61085;Chäserberg;Quellschüttung;Quellschüttung;Altdorf (UR);;2693251.543;1194821.299
UR1201-Q1032;61085;Chäserberg;Wassertrübung;Wassertrübung;Altdorf (UR);;2693251.543;1194821.299
UR1203-Q1095;61301;Chäserli;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Attinghausen;;2687738.643;1188838.67
UR1203-Q1095;61301;Chäserli;pH-Wert;pH-Wert;Attinghausen;;2687738.643;1188838.67
UR1203-Q1095;61301;Chäserli;Sauerstoff, gelöst;Sauerstoff, gelöst;Attinghausen;;2687738.643;1188838.67
UR1203-Q1095;61301;Chäserli;Sauerstoff Sättigung;Sauerstoff, gelöst %;Attinghausen;;2687738.643;1188838.67
UR1203-Q1095;61301;Chäserli;Wassertemperatur;Wassertemperatur;Attinghausen;;2687738.643;1188838.67
UR1203-Q1095;61301;Chäserli;Quellschüttung;Quellschüttung;Attinghausen;;2687738.643;1188838.67
UR1203-Q1095;61301;Chäserli;Wassertrübung;Wassertrübung;Attinghausen;;2687738.643;1188838.67
UR1203-Q1096;61302;Chäserli;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Attinghausen;;2687788.64;1188937.667
UR1203-Q1096;61302;Chäserli;pH-Wert;pH-Wert;Attinghausen;;2687788.64;1188937.667
UR1203-Q1096;61302;Chäserli;Sauerstoff, gelöst;Sauerstoff, gelöst;Attinghausen;;2687788.64;1188937.667
UR1203-Q1096;61302;Chäserli;Sauerstoff Sättigung;Sauerstoff, gelöst %;Attinghausen;;2687788.64;1188937.667
UR1203-Q1096;61302;Chäserli;Wassertemperatur;Wassertemperatur;Attinghausen;;2687788.64;1188937.667
UR1203-Q1096;61302;Chäserli;Quellschüttung;Quellschüttung;Attinghausen;;2687788.64;1188937.667
UR1203-Q1096;61302;Chäserli;Wassertrübung;Wassertrübung;Attinghausen;;2687788.64;1188937.667
UR1203-Q1108;63506;Chäserli - Brüsti;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Attinghausen;;2687704.644;1188827.671
UR1203-Q1108;63506;Chäserli - Brüsti;pH-Wert;pH-Wert;Attinghausen;;2687704.644;1188827.671
UR1203-Q1108;63506;Chäserli - Brüsti;Sauerstoff, gelöst;Sauerstoff, gelöst;Attinghausen;;2687704.644;1188827.671
UR1203-Q1108;63506;Chäserli - Brüsti;Sauerstoff Sättigung;Sauerstoff, gelöst %;Attinghausen;;2687704.644;1188827.671
UR1203-Q1108;63506;Chäserli - Brüsti;Wassertemperatur;Wassertemperatur;Attinghausen;;2687704.644;1188827.671
UR1203-Q1108;63506;Chäserli - Brüsti;Quellschüttung;Quellschüttung;Attinghausen;;2687704.644;1188827.671
UR1203-Q1108;63506;Chäserli - Brüsti;Wassertrübung;Wassertrübung;Attinghausen;;2687704.644;1188827.671
UR1219-Q5036;63392;Chäsgadmeren;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Unterschächen;;2704930.688;1190999.636
UR1219-Q5036;63392;Chäsgadmeren;pH-Wert;pH-Wert;Unterschächen;;2704930.688;1190999.636
UR1219-Q5036;63392;Chäsgadmeren;Wassertemperatur;Wassertemperatur;Unterschächen;;2704930.688;1190999.636
UR1219-Q5036;63392;Chäsgadmeren;Quellschüttung;Quellschüttung;Unterschächen;;2704930.688;1190999.636
UR1219-Q5037;63393;Chäsgadmeren;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Unterschächen;;2704970.688;1190994.636
UR1219-Q5037;63393;Chäsgadmeren;pH-Wert;pH-Wert;Unterschächen;;2704970.688;1190994.636
UR1219-Q5037;63393;Chäsgadmeren;Wassertemperatur;Wassertemperatur;Unterschächen;;2704970.688;1190994.636
UR1219-Q5037;63393;Chäsgadmeren;Quellschüttung;Quellschüttung;Unterschächen;;2704970.688;1190994.636
UR1219-Q5038;63394;Chäsgadmeren;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Unterschächen;;2705055.688;1190984.637
UR1219-Q5038;63394;Chäsgadmeren;pH-Wert;pH-Wert;Unterschächen;;2705055.688;1190984.637
UR1219-Q5038;63394;Chäsgadmeren;Wassertemperatur;Wassertemperatur;Unterschächen;;2705055.688;1190984.637
UR1219-Q5038;63394;Chäsgadmeren;Quellschüttung;Quellschüttung;Unterschächen;;2705055.688;1190984.637
UR1219-Q5039;63395;Chäsgadmeren;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Unterschächen;;2705008.689;1191009.637
UR1219-Q5039;63395;Chäsgadmeren;pH-Wert;pH-Wert;Unterschächen;;2705008.689;1191009.637
UR1219-Q5039;63395;Chäsgadmeren;Wassertemperatur;Wassertemperatur;Unterschächen;;2705008.689;1191009.637
UR1219-Q5039;63395;Chäsgadmeren;Quellschüttung;Quellschüttung;Unterschächen;;2705008.689;1191009.637
UR1219-Q5040;63396;Chäsgadmeren;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Unterschächen;;2705005.69;1191041.637
UR1219-Q5040;63396;Chäsgadmeren;pH-Wert;pH-Wert;Unterschächen;;2705005.69;1191041.637
UR1219-Q5040;63396;Chäsgadmeren;Wassertemperatur;Wassertemperatur;Unterschächen;;2705005.69;1191041.637
UR1219-Q5040;63396;Chäsgadmeren;Quellschüttung;Quellschüttung;Unterschächen;;2705005.69;1191041.637
UR1219-Q5041;63397;Chäsgadmeren;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Unterschächen;;2704990.691;1191077.638
UR1219-Q5041;63397;Chäsgadmeren;pH-Wert;pH-Wert;Unterschächen;;2704990.691;1191077.638
UR1219-Q5041;63397;Chäsgadmeren;Wassertemperatur;Wassertemperatur;Unterschächen;;2704990.691;1191077.638
UR1219-Q5041;63397;Chäsgadmeren;Quellschüttung;Quellschüttung;Unterschächen;;2704990.691;1191077.638
UR1219-Q1094;63301;Chäsgädmeren;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Unterschächen;;2704935.69;1191039.637
UR1219-Q1094;63301;Chäsgädmeren;pH-Wert;pH-Wert;Unterschächen;;2704935.69;1191039.637
UR1219-Q1094;63301;Chäsgädmeren;Sauerstoff, gelöst;Sauerstoff, gelöst;Unterschächen;;2704935.69;1191039.637
UR1219-Q1094;63301;Chäsgädmeren;Sauerstoff Sättigung;Sauerstoff, gelöst %;Unterschächen;;2704935.69;1191039.637
UR1219-Q1094;63301;Chäsgädmeren;Wassertemperatur;Wassertemperatur;Unterschächen;;2704935.69;1191039.637
UR1219-Q1094;63301;Chäsgädmeren;Quellschüttung;Quellschüttung;Unterschächen;;2704935.69;1191039.637
UR1219-Q1094;63301;Chäsgädmeren;Wassertrübung;Wassertrübung;Unterschächen;;2704935.69;1191039.637
UR1219-Q1095;63302;Chäsgädmeren;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Unterschächen;;2704990.693;1191137.639
UR1219-Q1095;63302;Chäsgädmeren;pH-Wert;pH-Wert;Unterschächen;;2704990.693;1191137.639
UR1219-Q1095;63302;Chäsgädmeren;Sauerstoff, gelöst;Sauerstoff, gelöst;Unterschächen;;2704990.693;1191137.639
UR1219-Q1095;63302;Chäsgädmeren;Sauerstoff Sättigung;Sauerstoff, gelöst %;Unterschächen;;2704990.693;1191137.639
UR1219-Q1095;63302;Chäsgädmeren;Wassertemperatur;Wassertemperatur;Unterschächen;;2704990.693;1191137.639
UR1219-Q1095;63302;Chäsgädmeren;Quellschüttung;Quellschüttung;Unterschächen;;2704990.693;1191137.639
UR1219-Q1095;63302;Chäsgädmeren;Wassertrübung;Wassertrübung;Unterschächen;;2704990.693;1191137.639
UR1219-Q1096;63303;Chäsgädmeren / Äsch;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Unterschächen;;2704835.693;1191149.637
UR1219-Q1096;63303;Chäsgädmeren / Äsch;pH-Wert;pH-Wert;Unterschächen;;2704835.693;1191149.637
UR1219-Q1096;63303;Chäsgädmeren / Äsch;Sauerstoff, gelöst;Sauerstoff, gelöst;Unterschächen;;2704835.693;1191149.637
UR1219-Q1096;63303;Chäsgädmeren / Äsch;Sauerstoff Sättigung;Sauerstoff, gelöst %;Unterschächen;;2704835.693;1191149.637
UR1219-Q1096;63303;Chäsgädmeren / Äsch;Wassertemperatur;Wassertemperatur;Unterschächen;;2704835.693;1191149.637
UR1219-Q1096;63303;Chäsgädmeren / Äsch;Quellschüttung;Quellschüttung;Unterschächen;;2704835.693;1191149.637
UR1219-Q1096;63303;Chäsgädmeren / Äsch;Wassertrübung;Wassertrübung;Unterschächen;;2704835.693;1191149.637
UR1201-SB436;65597;Coop-Center;;;Altdorf (UR);;2692015.628;1192899.616
UR1201-SB435;65598;Coop-Center;;;Altdorf (UR);;2692010.628;1192959.617
UR1201-SB434;65599;Coop-Center;;;Altdorf (UR);;2691990.627;1192909.615
UR1213-SB419;64311;DAG Bärenmatt;;;Schattdorf;;2692080.618;1190199.581
UR1213-SB418;64312;DAG Bärenmatt;;;Schattdorf;;2692050.617;1190389.582
UR1213-SB420;64310;DAG Chastelen;;;Schattdorf;;2691600.606;1190469.574
UR1213-SB417;64313;DAG Rossgiessen;;;Schattdorf;;2691810.612;1189999.573
UR1213-SB416;64314;DAG Rossgiessen;;;Schattdorf;;2691860.613;1190154.576
UR1213-SB415;64315;DAG Rossgiessen;;;Schattdorf;;2691990.616;1190129.578
UR1213-SB422;64308;DAG Rossgiessen;;;Schattdorf;;2692090.618;1190049.58
UR1213-SB421;64309;DAG Rossgiessen;;;Schattdorf;;2691940.615;1190149.578
UR1204-SB405;97214;DEFH Autikum AG, Parzelle 52;;;Bauen;;2686825.676;1198744.681
URNS07;104519;Dammbalkendepot Realp;Lufttemperatur;Lufttemperatur;Realp;;2681453;1160923
URNS07;104519;Dammbalkendepot Realp;Niederschlag;Niederschlag;Realp;;2681453;1160923
AGSZ597;38560;Db. Birrwil AG;Fracht;Fracht;Birrwil;Dorfbach Birrwil;2657771;1238065
AGSZ595;38558;Db. Meisterschwanden AG;Fracht;Fracht;Meisterschwanden;Dorfbach Meisterschwand;2659056;1238505
AGSZ596;38559;Db. Tennwil AG;Fracht;Fracht;Meisterschwanden;Dorfbach Tennwil;2658911;1239750
UR1209-PB015;64770;Deponie Butzen;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Gurtnellen;;2693830.567;1181910.567
UR1209-PB015;64770;Deponie Butzen;Grundwasserspiegel;Grundwasserspiegel;Gurtnellen;;2693830.567;1181910.567
UR1209-PB015;64770;Deponie Butzen;Wassertemperatur;Wassertemperatur;Gurtnellen;;2693830.567;1181910.567
UR1203-PB037;391600;Deponie Eielen;;;Attinghausen;;2689520;1192205
UR1206-SB547;97217;Deponie Ey Nord und Süd;;;Erstfeld;;2692882.622;1185268.555
UR1206-SB548;97218;Deponie Hinterwiler;;;Erstfeld;;2693386.603;1183829.56
UR1206-PB129;97207;Deponie Hinterwiler;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Erstfeld;;2693368.602;1183842.56
UR1206-PB129;97207;Deponie Hinterwiler;Grundwasserspiegel;Grundwasserspiegel;Erstfeld;;2693368.602;1183842.56
UR1206-PB129;97207;Deponie Hinterwiler;Wassertemperatur;Wassertemperatur;Erstfeld;;2693368.602;1183842.56
UR1206-PB130;97208;Deponie Hinterwiler;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Erstfeld;;2693390.603;1183857.56
UR1206-PB130;97208;Deponie Hinterwiler;Grundwasserspiegel;Grundwasserspiegel;Erstfeld;;2693390.603;1183857.56
UR1206-PB130;97208;Deponie Hinterwiler;Wassertemperatur;Wassertemperatur;Erstfeld;;2693390.603;1183857.56
UR1202-PB059;63860;Deponie Meer Bohrung 14-61;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Andermatt;;2687752.413;1165658.626
UR1202-PB059;63860;Deponie Meer Bohrung 14-61;Grundwasserspiegel;Grundwasserspiegel;Andermatt;;2687752.413;1165658.626
UR1202-PB059;63860;Deponie Meer Bohrung 14-61;Wassertemperatur;Wassertemperatur;Andermatt;;2687752.413;1165658.626
UR1206-SB549;97219;Deponie Sackberg;;;Erstfeld;;2691254.626;1187392.575
UR1210-PB013;63696;Deponie östlich Bahnhof;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Hospental;;2686911.382;1164119.597
UR1210-PB013;63696;Deponie östlich Bahnhof;Grundwasserspiegel;Grundwasserspiegel;Hospental;;2686911.382;1164119.597
UR1210-PB013;63696;Deponie östlich Bahnhof;Wassertemperatur;Wassertemperatur;Hospental;;2686911.382;1164119.597
UR1218-Q1104;63111;Derelen;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Spiringen;;2700145.705;1191784.621
UR1218-Q1104;63111;Derelen;pH-Wert;pH-Wert;Spiringen;;2700145.705;1191784.621
UR1218-Q1104;63111;Derelen;Sauerstoff, gelöst;Sauerstoff, gelöst;Spiringen;;2700145.705;1191784.621
UR1218-Q1104;63111;Derelen;Sauerstoff Sättigung;Sauerstoff, gelöst %;Spiringen;;2700145.705;1191784.621
UR1218-Q1104;63111;Derelen;Wassertemperatur;Wassertemperatur;Spiringen;;2700145.705;1191784.621
UR1218-Q1104;63111;Derelen;Quellschüttung;Quellschüttung;Spiringen;;2700145.705;1191784.621
UR1218-Q1104;63111;Derelen;Wassertrübung;Wassertrübung;Spiringen;;2700145.705;1191784.621
UR1218-Q1107;63114;Deselen;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Spiringen;;2699958.701;1191640.622
UR1218-Q1107;63114;Deselen;pH-Wert;pH-Wert;Spiringen;;2699958.701;1191640.622
UR1218-Q1107;63114;Deselen;Sauerstoff, gelöst;Sauerstoff, gelöst;Spiringen;;2699958.701;1191640.622
UR1218-Q1107;63114;Deselen;Sauerstoff Sättigung;Sauerstoff, gelöst %;Spiringen;;2699958.701;1191640.622
UR1218-Q1107;63114;Deselen;Wassertemperatur;Wassertemperatur;Spiringen;;2699958.701;1191640.622
UR1218-Q1107;63114;Deselen;Quellschüttung;Quellschüttung;Spiringen;;2699958.701;1191640.622
UR1218-Q1107;63114;Deselen;Wassertrübung;Wassertrübung;Spiringen;;2699958.701;1191640.622
UR1201-296;391594;Diakonie Uri, Seedorferstrasse 6a;;;Altdorf (UR);;2691437;1192900
UR1220-Q1002;63431;Dieden;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Wassen;;2689487.472;1173699.659
UR1220-Q1002;63431;Dieden;pH-Wert;pH-Wert;Wassen;;2689487.472;1173699.659
UR1220-Q1002;63431;Dieden;Sauerstoff, gelöst;Sauerstoff, gelöst;Wassen;;2689487.472;1173699.659
UR1220-Q1002;63431;Dieden;Sauerstoff Sättigung;Sauerstoff, gelöst %;Wassen;;2689487.472;1173699.659
UR1220-Q1002;63431;Dieden;Wassertemperatur;Wassertemperatur;Wassen;;2689487.472;1173699.659
UR1220-Q1002;63431;Dieden;Quellschüttung;Quellschüttung;Wassen;;2689487.472;1173699.659
UR1220-Q1002;63431;Dieden;Wassertrübung;Wassertrübung;Wassen;;2689487.472;1173699.659
UR1220-Q1003;63432;Diederwald;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Wassen;;2689698.469;1173396.658
UR1220-Q1003;63432;Diederwald;pH-Wert;pH-Wert;Wassen;;2689698.469;1173396.658
UR1220-Q1003;63432;Diederwald;Sauerstoff, gelöst;Sauerstoff, gelöst;Wassen;;2689698.469;1173396.658
UR1220-Q1003;63432;Diederwald;Sauerstoff Sättigung;Sauerstoff, gelöst %;Wassen;;2689698.469;1173396.658
UR1220-Q1003;63432;Diederwald;Wassertemperatur;Wassertemperatur;Wassen;;2689698.469;1173396.658
UR1220-Q1003;63432;Diederwald;Quellschüttung;Quellschüttung;Wassen;;2689698.469;1173396.658
UR1220-Q1003;63432;Diederwald;Wassertrübung;Wassertrübung;Wassen;;2689698.469;1173396.658
UR1220-Q1004;63433;Diederwald;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Wassen;;2689696.469;1173359.658
UR1220-Q1004;63433;Diederwald;pH-Wert;pH-Wert;Wassen;;2689696.469;1173359.658
UR1220-Q1004;63433;Diederwald;Sauerstoff, gelöst;Sauerstoff, gelöst;Wassen;;2689696.469;1173359.658
UR1220-Q1004;63433;Diederwald;Sauerstoff Sättigung;Sauerstoff, gelöst %;Wassen;;2689696.469;1173359.658
UR1220-Q1004;63433;Diederwald;Wassertemperatur;Wassertemperatur;Wassen;;2689696.469;1173359.658
UR1220-Q1004;63433;Diederwald;Quellschüttung;Quellschüttung;Wassen;;2689696.469;1173359.658
UR1220-Q1004;63433;Diederwald;Wassertrübung;Wassertrübung;Wassen;;2689696.469;1173359.658
UR1212-OG603;62348;Diepelingen;Abfluss;Abfluss;Realp;;2682118.351;1161417.643
UR1212-OG603;62348;Diepelingen;Pegel;Pegel;Realp;;2682118.351;1161417.643
UR1212-OG603;62348;Diepelingen;Wassertemperatur;Wassertemperatur;Realp;;2682118.351;1161417.643
UR1209-Q1047;62056;Diessenbrunnen;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Gurtnellen;;2691360.504;1180419.584
UR1209-Q1047;62056;Diessenbrunnen;pH-Wert;pH-Wert;Gurtnellen;;2691360.504;1180419.584
UR1209-Q1047;62056;Diessenbrunnen;Sauerstoff, gelöst;Sauerstoff, gelöst;Gurtnellen;;2691360.504;1180419.584
UR1209-Q1047;62056;Diessenbrunnen;Sauerstoff Sättigung;Sauerstoff, gelöst %;Gurtnellen;;2691360.504;1180419.584
UR1209-Q1047;62056;Diessenbrunnen;Wassertemperatur;Wassertemperatur;Gurtnellen;;2691360.504;1180419.584
UR1209-Q1047;62056;Diessenbrunnen;Quellschüttung;Quellschüttung;Gurtnellen;;2691360.504;1180419.584
UR1209-Q1047;62056;Diessenbrunnen;Wassertrübung;Wassertrübung;Gurtnellen;;2691360.504;1180419.584
UR1209-Q1048;62057;Diessenbrunnen;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Gurtnellen;;2691258.506;1180488.585
UR1209-Q1048;62057;Diessenbrunnen;pH-Wert;pH-Wert;Gurtnellen;;2691258.506;1180488.585
UR1209-Q1048;62057;Diessenbrunnen;Sauerstoff, gelöst;Sauerstoff, gelöst;Gurtnellen;;2691258.506;1180488.585
UR1209-Q1048;62057;Diessenbrunnen;Sauerstoff Sättigung;Sauerstoff, gelöst %;Gurtnellen;;2691258.506;1180488.585
UR1209-Q1048;62057;Diessenbrunnen;Wassertemperatur;Wassertemperatur;Gurtnellen;;2691258.506;1180488.585
UR1209-Q1048;62057;Diessenbrunnen;Quellschüttung;Quellschüttung;Gurtnellen;;2691258.506;1180488.585
UR1209-Q1048;62057;Diessenbrunnen;Wassertrübung;Wassertrübung;Gurtnellen;;2691258.506;1180488.585
UR1209-Q1049;62058;Diessenbrunnen;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Gurtnellen;;2691261.507;1180521.585
UR1209-Q1049;62058;Diessenbrunnen;pH-Wert;pH-Wert;Gurtnellen;;2691261.507;1180521.585
UR1209-Q1049;62058;Diessenbrunnen;Sauerstoff, gelöst;Sauerstoff, gelöst;Gurtnellen;;2691261.507;1180521.585
UR1209-Q1049;62058;Diessenbrunnen;Sauerstoff Sättigung;Sauerstoff, gelöst %;Gurtnellen;;2691261.507;1180521.585
UR1209-Q1049;62058;Diessenbrunnen;Wassertemperatur;Wassertemperatur;Gurtnellen;;2691261.507;1180521.585
UR1209-Q1049;62058;Diessenbrunnen;Quellschüttung;Quellschüttung;Gurtnellen;;2691261.507;1180521.585
UR1209-Q1049;62058;Diessenbrunnen;Wassertrübung;Wassertrübung;Gurtnellen;;2691261.507;1180521.585
SZOG204;43444;Dimmerbach;;;Einsiedeln;;2704219;1220000
UR1216-Q5009;62868;Dimmerloch;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Silenen;;2693590.496;1178679.612
UR1216-Q5009;62868;Dimmerloch;pH-Wert;pH-Wert;Silenen;;2693590.496;1178679.612
UR1216-Q5009;62868;Dimmerloch;Wassertemperatur;Wassertemperatur;Silenen;;2693590.496;1178679.612
UR1216-Q5009;62868;Dimmerloch;Quellschüttung;Quellschüttung;Silenen;;2693590.496;1178679.612
UR1216-Q5010;62869;Dimmerloch;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Silenen;;2693570.496;1178679.611
UR1216-Q5010;62869;Dimmerloch;pH-Wert;pH-Wert;Silenen;;2693570.496;1178679.611
UR1216-Q5010;62869;Dimmerloch;Wassertemperatur;Wassertemperatur;Silenen;;2693570.496;1178679.611
UR1216-Q5010;62869;Dimmerloch;Quellschüttung;Quellschüttung;Silenen;;2693570.496;1178679.611
UR1206-SB435;65043;Dimmerschachen;;;Erstfeld;;2691124.609;1189190.577
UR1203-Q1056;61262;Distleren;Elektrische Leitfähigkeit;Elektrische Leitfähigkeit;Attinghausen;;2686382.651;1189283.706
UR1203-Q1056;61262;Distleren;pH-Wert;pH-Wert;Attinghausen;;2686382.651;1189283.706
